amendment,filename,polarity,compound_name,area
Amm,210916_Smp_Amm-Deep-Eve-T10-C-wIS.mzML,pos,Urea,188235.20801768044
Amm,210916_Smp_Amm-Deep-Eve-T26-A-wIS.mzML,pos,Urea,205809.03531600328
Amm,210916_Smp_Amm-Deep-Eve-T26-B-wIS.mzML,pos,Urea,69489.96034111641
Amm,210916_Smp_Amm-Deep-Eve-T26-C-wIS.mzML,pos,Urea,80251.77244543014
Amm,210916_Smp_Amm-Deep-Eve-T3-A-wIS.mzML,pos,Urea,77478.15274221562
Amm,210916_Smp_Amm-Deep-Eve-T3-B-wIS.mzML,pos,Urea,95041.24798477154
Amm,210916_Smp_Amm-Deep-Eve-T3-C-wIS.mzML,pos,Urea,59610.28629075738
Amm,210916_Smp_Amm-Deep-Morn-T0-A-wIS.mzML,pos,Urea,95445.35176840077
Amm,210916_Smp_Amm-Deep-Morn-T0-B-wIS.mzML,pos,Urea,70137.33631494493
Amm,210916_Smp_Amm-Deep-Morn-T0-C-wIS.mzML,pos,Urea,64726.78422233866
Amm,210916_Smp_Amm-Deep-Morn-T1-A-wIS.mzML,pos,Urea,72455.80326610354
Amm,210916_Smp_Amm-Deep-Morn-T1-B-wIS.mzML,pos,Urea,74515.30950160313
Amm,210916_Smp_Amm-Deep-Morn-T1-C-wIS.mzML,pos,Urea,54545.51661566528
Amm,210916_Smp_Amm-Deep-Morn-T10-A-wIS.mzML,pos,Urea,104214.29589745744
Amm,210916_Smp_Amm-Deep-Morn-T10-B-wIS.mzML,pos,Urea,73798.5796995613
Amm,210916_Smp_Amm-Deep-Morn-T10-C-wIS.mzML,pos,Urea,77283.05702152028
Amm,210916_Smp_Amm-Deep-Morn-T26-A-wIS.mzML,pos,Urea,115543.43330314456
Amm,210916_Smp_Amm-Deep-Morn-T26-B-wIS.mzML,pos,Urea,80039.37278101053
Amm,210916_Smp_Amm-Deep-Morn-T26-C-wIS.mzML,pos,Urea,88585.49115281766
Amm,210916_Smp_Amm-Deep-Morn-T3-A-wIS.mzML,pos,Urea,81876.59759428636
Amm,210916_Smp_Amm-Deep-Morn-T3-B-wIS.mzML,pos,Urea,69731.2727269812
Amm,210916_Smp_Amm-Deep-Morn-T3-C-wIS.mzML,pos,Urea,92245.37752452109
Amm,210916_Smp_Amm-Surf-Eve-T0-A-wIS.mzML,pos,Urea,202358.76728918913
Amm,210916_Smp_Amm-Surf-Eve-T0-B-wIS.mzML,pos,Urea,228915.12370109843
Amm,210916_Smp_Amm-Surf-Eve-T0-C-wIS.mzML,pos,Urea,121246.27924928135
Amm,210916_Smp_Amm-Surf-Eve-T1-A-wIS.mzML,pos,Urea,72184.68069876985
Amm,210916_Smp_Amm-Surf-Eve-T1-B-wIS.mzML,pos,Urea,58788.88405355858
Amm,210916_Smp_Amm-Surf-Eve-T1-C-wIS.mzML,pos,Urea,78337.04678686599
Amm,210916_Smp_Amm-Surf-Eve-T10-A-wIS.mzML,pos,Urea,113083.94250890506
Amm,210916_Smp_Amm-Surf-Eve-T10-B-wIS.mzML,pos,Urea,74648.05925738908
Amm,210916_Smp_Amm-Surf-Eve-T10-C-wIS.mzML,pos,Urea,72446.87446236485
Amm,210916_Smp_Amm-Surf-Eve-T26-A-wIS.mzML,pos,Urea,69951.74635817339
Amm,210916_Smp_Amm-Surf-Eve-T26-B-wIS.mzML,pos,Urea,64743.13031782191
Amm,210916_Smp_Amm-Surf-Eve-T26-C-wIS.mzML,pos,Urea,101802.55158959408
Amm,210916_Smp_Amm-Surf-Eve-T3-A-wIS.mzML,pos,Urea,67553.65148864602
Amm,210916_Smp_Amm-Surf-Eve-T3-B-wIS.mzML,pos,Urea,109183.58943272344
Amm,210916_Smp_Amm-Surf-Eve-T3-C-wIS.mzML,pos,Urea,66461.71373628009
Amm,210916_Smp_Amm-Surf-Morn-T0-A-wIS.mzML,pos,Urea,50345.54237076501
Amm,210916_Smp_Amm-Surf-Morn-T0-B-wIS.mzML,pos,Urea,51243.875179926996
Amm,210916_Smp_Amm-Surf-Morn-T0-C-wIS.mzML,pos,Urea,49301.1039517516
Amm,210916_Smp_Amm-Surf-Morn-T1-A-wIS.mzML,pos,Urea,87720.98920188121
Amm,210916_Smp_Amm-Surf-Morn-T1-B-wIS.mzML,pos,Urea,98439.39122597883
Amm,210916_Smp_Amm-Surf-Morn-T1-C-wIS.mzML,pos,Urea,106383.86313232957
Amm,210916_Smp_Amm-Surf-Morn-T10-A-wIS.mzML,pos,Urea,59195.46918849026
Amm,210916_Smp_Amm-Surf-Morn-T10-B-wIS.mzML,pos,Urea,56220.58661927775
Amm,210916_Smp_Amm-Surf-Morn-T10-C-wIS.mzML,pos,Urea,97836.78463314538
Amm,210916_Smp_Amm-Surf-Morn-T26-A-wIS.mzML,pos,Urea,84991.23521768395
Amm,210916_Smp_Amm-Surf-Morn-T26-B-wIS.mzML,pos,Urea,47264.407392742156
Amm,210916_Smp_Amm-Surf-Morn-T26-C-wIS.mzML,pos,Urea,52422.19614956874
Amm,210916_Smp_Amm-Surf-Morn-T3-A-wIS.mzML,pos,Urea,49470.769195092216
Amm,210916_Smp_Amm-Surf-Morn-T3-B-wIS.mzML,pos,Urea,75930.87185774728
Amm,210916_Smp_Amm-Surf-Morn-T3-C-wIS.mzML,pos,Urea,63725.24180962971
Amm,210916_Smp_Amm_Blk_A-wIS.mzML,pos,Urea,98160.05446005196
Amm,210916_Std_4uMStdsMix1InH2O_1.mzML,pos,Urea,534467.6835581437
Amm,210916_Std_4uMStdsMix1InH2O_2.mzML,pos,Urea,494955.4999560485
Amm,210916_Std_4uMStdsMix1InMatrix_1.mzML,pos,Urea,676392.1914561074
Amm,210916_Std_4uMStdsMix1InMatrix_2.mzML,pos,Urea,538873.2286654203
Amm,210916_Std_4uMStdsMix2InH2O_1.mzML,pos,Urea,46869.991007294186
Amm,210916_Std_4uMStdsMix2InH2O_2.mzML,pos,Urea,23848.497919468537
Amm,210916_Std_4uMStdsMix2InMatrix_1.mzML,pos,Urea,81797.68171675001
Amm,210916_Std_4uMStdsMix2InMatrix_2.mzML,pos,Urea,33630.8582699887
Amm,210916_Std_H2OInMatrix_1.mzML,pos,Urea,73654.99630727354
Amm,210916_Std_H2OInMatrix_2.mzML,pos,Urea,46088.74558290157
GMP,220715_Poo_TruePooGMP-wIS-Full_1.mzML,pos,Urea,74528.3148134258
GMP,220715_Poo_TruePooGMP-wIS-Full_2.mzML,pos,Urea,97703.11904382228
GMP,220715_Poo_TruePooGMP-wIS-Full_3.mzML,pos,Urea,293460.41296087636
GMP,220715_Poo_TruePooGMP-wIS-Full_4.mzML,pos,Urea,224927.26327337348
GMP,220715_Poo_TruePooGMP-wIS-Full_5.mzML,pos,Urea,248798.7712595674
GMP,220715_Poo_TruePooGMP-wIS-Half_1.mzML,pos,Urea,52468.06210558708
GMP,220715_Poo_TruePooGMP-wIS-Half_2.mzML,pos,Urea,56893.237691820264
GMP,220715_Poo_TruePooGMP-wIS-Half_3.mzML,pos,Urea,155061.71534542393
GMP,220715_Poo_TruePooGMP-wIS-Half_4.mzML,pos,Urea,80848.30402948822
GMP,220715_Poo_TruePooGMP-wIS-Half_5.mzML,pos,Urea,120381.88901386323
GMP,220715_Smp_GMP-Deep-Eve-T0-A-wIS.mzML,pos,Urea,180539.5442236292
GMP,220715_Smp_GMP-Deep-Eve-T0-B-wIS.mzML,pos,Urea,169861.69190857827
GMP,220715_Smp_GMP-Deep-Eve-T0-C-wIS.mzML,pos,Urea,175866.7321160183
GMP,220715_Smp_GMP-Deep-Eve-T10-A-wIS.mzML,pos,Urea,223704.5958915012
GMP,220715_Smp_GMP-Deep-Eve-T10-B-wIS.mzML,pos,Urea,120737.09236196034
GMP,220715_Smp_GMP-Deep-Eve-T10-C-wIS.mzML,pos,Urea,264224.62744008214
GMP,220715_Smp_GMP-Deep-Eve-T26-A-wIS.mzML,pos,Urea,214022.82092741082
GMP,220715_Smp_GMP-Deep-Eve-T26-B-wIS.mzML,pos,Urea,81363.49132662217
GMP,220715_Smp_GMP-Deep-Eve-T26-C-wIS.mzML,pos,Urea,64725.05700892108
GMP,220715_Smp_GMP-Deep-Eve-T3-A-wIS.mzML,pos,Urea,90979.73644923822
GMP,220715_Smp_GMP-Deep-Eve-T3-B-wIS.mzML,pos,Urea,204421.14009573148
GMP,220715_Smp_GMP-Deep-Eve-T3-C-wIS.mzML,pos,Urea,151132.48012713832
GMP,220715_Smp_GMP-Deep-Eve-T73-A-wIS.mzML,pos,Urea,367031.1818633947
GMP,220715_Smp_GMP-Deep-Eve-T73-B-wIS.mzML,pos,Urea,287925.65609667974
GMP,220715_Smp_GMP-Deep-Eve-T73-C-wIS.mzML,pos,Urea,245255.79496385867
GMP,220715_Smp_GMP-Deep-Morn-T0-A-wIS.mzML,pos,Urea,53790.20862816758
GMP,220715_Smp_GMP-Deep-Morn-T0-B-wIS.mzML,pos,Urea,234315.16200477144
GMP,220715_Smp_GMP-Deep-Morn-T0-C-wIS.mzML,pos,Urea,171830.4998194669
GMP,220715_Smp_GMP-Deep-Morn-T10-A-wIS.mzML,pos,Urea,52224.51692664614
GMP,220715_Smp_GMP-Deep-Morn-T10-B-wIS.mzML,pos,Urea,250737.5079509532
GMP,220715_Smp_GMP-Deep-Morn-T10-C-wIS.mzML,pos,Urea,151448.1954707086
GMP,220715_Smp_GMP-Deep-Morn-T26-A-wIS.mzML,pos,Urea,161747.77589101193
GMP,220715_Smp_GMP-Deep-Morn-T26-B-wIS.mzML,pos,Urea,148565.81263258407
GMP,220715_Smp_GMP-Deep-Morn-T26-C-wIS.mzML,pos,Urea,126399.41667087542
GMP,220715_Smp_GMP-Deep-Morn-T3-A-wIS.mzML,pos,Urea,347359.48523281404
GMP,220715_Smp_GMP-Deep-Morn-T3-B-wIS.mzML,pos,Urea,124433.65001134724
GMP,220715_Smp_GMP-Deep-Morn-T3-C-wIS.mzML,pos,Urea,55740.095086850044
GMP,220715_Smp_GMP-Deep-Morn-T73-A-wIS.mzML,pos,Urea,329762.55719765474
GMP,220715_Smp_GMP-Deep-Morn-T73-B-wIS.mzML,pos,Urea,284966.24063644744
GMP,220715_Smp_GMP-Deep-Morn-T73-C-wIS.mzML,pos,Urea,333735.5788866172
GMP,220715_Smp_GMP-Surf-Eve-T0-A-wIS.mzML,pos,Urea,75316.53154523099
GMP,220715_Smp_GMP-Surf-Eve-T0-B-wIS.mzML,pos,Urea,335992.4356432392
GMP,220715_Smp_GMP-Surf-Eve-T0-C-wIS.mzML,pos,Urea,177121.96917952964
GMP,220715_Smp_GMP-Surf-Eve-T10-A-wIS.mzML,pos,Urea,203557.0146464969
GMP,220715_Smp_GMP-Surf-Eve-T10-B-wIS.mzML,pos,Urea,394784.3943584514
GMP,220715_Smp_GMP-Surf-Eve-T10-C-wIS.mzML,pos,Urea,40975.0327441738
GMP,220715_Smp_GMP-Surf-Eve-T26-A-wIS.mzML,pos,Urea,137767.79288388113
GMP,220715_Smp_GMP-Surf-Eve-T26-C-wIS.mzML,pos,Urea,176204.282936103
GMP,220715_Smp_GMP-Surf-Eve-T3-A-wIS.mzML,pos,Urea,58775.88300010856
GMP,220715_Smp_GMP-Surf-Eve-T3-B-wIS.mzML,pos,Urea,201948.30568908487
GMP,220715_Smp_GMP-Surf-Eve-T3-C-wIS.mzML,pos,Urea,122230.42988323512
GMP,220715_Smp_GMP-Surf-Eve-T73-A-wIS.mzML,pos,Urea,167167.301436303
GMP,220715_Smp_GMP-Surf-Eve-T73-B-wIS.mzML,pos,Urea,227458.32288344606
GMP,220715_Smp_GMP-Surf-Eve-T73-C-wIS.mzML,pos,Urea,174456.652480629
GMP,220715_Smp_GMP-Surf-Morn-T0-A-wIS.mzML,pos,Urea,315883.87352701626
GMP,220715_Smp_GMP-Surf-Morn-T0-B-wIS.mzML,pos,Urea,252513.98104120098
GMP,220715_Smp_GMP-Surf-Morn-T0-C-wIS.mzML,pos,Urea,69946.99619373833
GMP,220715_Smp_GMP-Surf-Morn-T10-A-wIS.mzML,pos,Urea,139021.5523249671
GMP,220715_Smp_GMP-Surf-Morn-T10-B-wIS.mzML,pos,Urea,92742.82892168047
GMP,220715_Smp_GMP-Surf-Morn-T10-C-wIS.mzML,pos,Urea,159546.3524202047
GMP,220715_Smp_GMP-Surf-Morn-T26-A-wIS.mzML,pos,Urea,145909.9768780996
GMP,220715_Smp_GMP-Surf-Morn-T26-B-wIS.mzML,pos,Urea,44687.39109249515
GMP,220715_Smp_GMP-Surf-Morn-T26-C-wIS.mzML,pos,Urea,72064.33888512925
GMP,220715_Smp_GMP-Surf-Morn-T3-A-wIS.mzML,pos,Urea,286706.2018796067
GMP,220715_Smp_GMP-Surf-Morn-T3-B-wIS.mzML,pos,Urea,114113.68335407555
GMP,220715_Smp_GMP-Surf-Morn-T3-C-wIS.mzML,pos,Urea,52268.00767101093
GMP,220715_Smp_GMP-Surf-Morn-T73-A-wIS.mzML,pos,Urea,311649.68476830155
GMP,220715_Smp_GMP-Surf-Morn-T73-B-wIS.mzML,pos,Urea,284463.5737692497
GMP,220715_Smp_GMP-Surf-Morn-T73-C-wIS.mzML,pos,Urea,339177.086381144
GMP,220715_Smp_GMP_Blk_A-wIS.mzML,pos,Urea,690497.9413284999
GMP,220715_Std_4uMStdsMix1InH2O_1.mzML,pos,Urea,680045.1628580116
GMP,220715_Std_4uMStdsMix1InH2O_2.mzML,pos,Urea,1613262.8724183596
GMP,220715_Std_4uMStdsMix1InMatrix_1.mzML,pos,Urea,667806.5977859116
GMP,220715_Std_4uMStdsMix1InMatrix_2.mzML,pos,Urea,1343904.5080532487
GMP,220715_Std_4uMStdsMix2InH2O_1.mzML,pos,Urea,24610.102521351582
GMP,220715_Std_4uMStdsMix2InH2O_2.mzML,pos,Urea,47182.03081698908
GMP,220715_Std_4uMStdsMix2InMatrix_1.mzML,pos,Urea,68216.22483321403
GMP,220715_Std_4uMStdsMix2InMatrix_2.mzML,pos,Urea,98748.17953588009
GMP,220715_Std_H2OInMatrix_1.mzML,pos,Urea,76786.2122130473
GMP,220715_Std_H2OInMatrix_2.mzML,pos,Urea,113253.67023531409
Arg,220729_Poo_TruePooArg-wIS-Full_1.mzML,pos,Urea,286130.1465091695
Arg,220729_Poo_TruePooArg-wIS-Full_2.mzML,pos,Urea,184731.57939395992
Arg,220729_Poo_TruePooArg-wIS-Full_3.mzML,pos,Urea,221816.04608739092
Arg,220729_Poo_TruePooArg-wIS-Full_4.mzML,pos,Urea,296259.99042632896
Arg,220729_Poo_TruePooArg-wIS-Full_5.mzML,pos,Urea,352422.6802098096
Arg,220729_Poo_TruePooArg-wIS-Half_1.mzML,pos,Urea,194882.57502312562
Arg,220729_Poo_TruePooArg-wIS-Half_2.mzML,pos,Urea,153230.40999859295
Arg,220729_Poo_TruePooArg-wIS-Half_3.mzML,pos,Urea,163024.22025231016
Arg,220729_Poo_TruePooArg-wIS-Half_4.mzML,pos,Urea,200035.6379071793
Arg,220729_Poo_TruePooArg-wIS-Half_5.mzML,pos,Urea,115027.48589401369
Arg,220729_Smp_Arg-Deep-Eve-T0-A-wIS.mzML,pos,Urea,113450.59284766731
Arg,220729_Smp_Arg-Deep-Eve-T0-B-wIS.mzML,pos,Urea,183600.97226117647
Arg,220729_Smp_Arg-Deep-Eve-T0-C-wIS.mzML,pos,Urea,465139.08242568956
Arg,220729_Smp_Arg-Deep-Eve-T10-A-wIS.mzML,pos,Urea,140674.76440749172
Arg,220729_Smp_Arg-Deep-Eve-T10-B-wIS.mzML,pos,Urea,163753.19166170864
Arg,220729_Smp_Arg-Deep-Eve-T10-C-wIS.mzML,pos,Urea,481711.6260838226
Arg,220729_Smp_Arg-Deep-Eve-T26-A-wIS.mzML,pos,Urea,100865.39682369339
Arg,220729_Smp_Arg-Deep-Eve-T26-B-wIS.mzML,pos,Urea,91361.73398858935
Arg,220729_Smp_Arg-Deep-Eve-T26-C-wIS.mzML,pos,Urea,119762.50273161524
Arg,220729_Smp_Arg-Deep-Eve-T3-A-wIS.mzML,pos,Urea,234095.42010314928
Arg,220729_Smp_Arg-Deep-Eve-T3-B-wIS.mzML,pos,Urea,158193.87418362818
Arg,220729_Smp_Arg-Deep-Eve-T3-C-wIS.mzML,pos,Urea,169751.00905298837
Arg,220729_Smp_Arg-Deep-Eve-T73-A-wIS.mzML,pos,Urea,383293.4403104469
Arg,220729_Smp_Arg-Deep-Eve-T73-B-wIS.mzML,pos,Urea,469449.5145950432
Arg,220729_Smp_Arg-Deep-Eve-T73-C-wIS.mzML,pos,Urea,504308.084811265
Arg,220729_Smp_Arg-Deep-Morn-T0-A-wIS.mzML,pos,Urea,139542.03005371342
Arg,220729_Smp_Arg-Deep-Morn-T0-B-wIS.mzML,pos,Urea,154179.9598408172
Arg,220729_Smp_Arg-Deep-Morn-T0-C-wIS.mzML,pos,Urea,252840.90025567648
Arg,220729_Smp_Arg-Deep-Morn-T10-A-wIS.mzML,pos,Urea,162389.32912589744
Arg,220729_Smp_Arg-Deep-Morn-T10-B-wIS.mzML,pos,Urea,197074.42933033133
Arg,220729_Smp_Arg-Deep-Morn-T10-C-wIS.mzML,pos,Urea,235617.39512883578
Arg,220729_Smp_Arg-Deep-Morn-T26-A-wIS.mzML,pos,Urea,180720.35168213118
Arg,220729_Smp_Arg-Deep-Morn-T26-B-wIS.mzML,pos,Urea,154628.92414140794
Arg,220729_Smp_Arg-Deep-Morn-T26-C-wIS.mzML,pos,Urea,179433.9478048993
Arg,220729_Smp_Arg-Deep-Morn-T3-A-wIS.mzML,pos,Urea,224517.2320719564
Arg,220729_Smp_Arg-Deep-Morn-T3-B-wIS.mzML,pos,Urea,104007.3480754855
Arg,220729_Smp_Arg-Deep-Morn-T3-C-wIS.mzML,pos,Urea,158226.94465277743
Arg,220729_Smp_Arg-Deep-Morn-T73-A-wIS.mzML,pos,Urea,266943.6962426594
Arg,220729_Smp_Arg-Deep-Morn-T73-B-wIS.mzML,pos,Urea,236008.29241977487
