compound_name,filename,conc_um_in_vial,amendment,depth,conc_nm_in_env
Glycine,220715_Smp_GMP-Deep-Eve-T0-C-wIS.mzML,0.8403494593796121,GMP,Deep,0.16806989187592242
Glycine,220715_Smp_GMP-Surf-Eve-T0-B-wIS.mzML,0.6235499419710037,GMP,Surf,0.12470998839420074
Glycine,220715_Smp_GMP-Surf-Eve-T0-C-wIS.mzML,0.324627222859921,GMP,Surf,0.0649254445719842
Glycine,220715_Smp_GMP-Deep-Morn-T0-B-wIS.mzML,0.3090161653200466,GMP,Deep,0.06180323306400931
Glycine,220715_Smp_GMP-Deep-Morn-T0-A-wIS.mzML,0.37046263461583717,GMP,Deep,0.07409252692316745
Glycine,220715_Smp_GMP-Surf-Morn-T0-A-wIS.mzML,0.5586738365220646,GMP,Surf,0.11173476730441291
Glycine,220715_Smp_GMP-Deep-Eve-T0-A-wIS.mzML,0.2323236824522481,GMP,Deep,0.04646473649044962
Glycine,210813_Smp_Nit-Surf-Eve-T0-B-wIS.mzML,0.4970853328622039,Nit,Surf,0.09941706657244079
Glycine,210813_Smp_Nit-Surf-Eve-T0-A-wIS.mzML,0.3234415844019285,Nit,Surf,0.0646883168803857
Glycine,210813_Smp_Nit-Deep-Morn-T0-A-wIS.mzML,0.8602460437910295,Nit,Deep,0.17204920875820592
Glycine,210813_Smp_Nit-Surf-Morn-T0-A-wIS.mzML,1.139870412804489,Nit,Surf,0.22797408256089777
Glycine,210813_Smp_Nit-Surf-Eve-T0-C-wIS.mzML,0.2885120538034859,Nit,Surf,0.057702410760697175
Glycine,210813_Smp_Nit-Deep-Eve-T0-B-wIS.mzML,0.8239156060240292,Nit,Deep,0.16478312120480584
Glycine,210813_Smp_Nit-Deep-Eve-T0-A-wIS.mzML,0.7122056145933847,Nit,Deep,0.14244112291867694
Glycine,210813_Smp_Nit-Deep-Morn-T0-C-wIS.mzML,0.3213528990446943,Nit,Deep,0.06427057980893885
Glycine,210813_Smp_Nit-Deep-Morn-T0-B-wIS.mzML,0.2881883442462431,Nit,Deep,0.057637668849248626
Glycine,210813_Smp_Nit-Surf-Morn-T0-C-wIS.mzML,1.3725724268837494,Nit,Surf,0.2745144853767499
Glycine,210813_Smp_Nit-Surf-Morn-T0-B-wIS.mzML,0.920816833272397,Nit,Surf,0.18416336665447938
Glycine,210813_Smp_Nit-Deep-Eve-T0-C-wIS.mzML,0.42888370139208404,Nit,Deep,0.08577674027841681
Trimethylamine N-oxide,210916_Smp_Amm-Surf-Eve-T0-A-wIS.mzML,0.03581070953459327,Amm,Surf,0.007162141906918654
Trimethylamine N-oxide,210916_Smp_Amm-Surf-Eve-T0-C-wIS.mzML,0.03976982952284573,Amm,Surf,0.007953965904569146
Trimethylamine N-oxide,210916_Smp_Amm-Deep-Eve-T0-A-wIS.mzML,0.11572466751164986,Amm,Deep,0.023144933502329972
Trimethylamine N-oxide,210916_Smp_Amm-Deep-Eve-T0-B-wIS.mzML,0.0371231329426698,Amm,Deep,0.00742462658853396
Trimethylamine N-oxide,210916_Smp_Amm-Deep-Morn-T0-C-wIS.mzML,0.09010462485500456,Amm,Deep,0.018020924971000912
Trimethylamine N-oxide,210916_Smp_Amm-Surf-Morn-T0-C-wIS.mzML,0.011482249890743021,Amm,Surf,0.002296449978148604
Trimethylamine N-oxide,210916_Smp_Amm-Surf-Eve-T0-B-wIS.mzML,0.11618557355916778,Amm,Surf,0.023237114711833557
Trimethylamine N-oxide,210916_Smp_Amm-Deep-Eve-T0-C-wIS.mzML,0.03488395235001063,Amm,Deep,0.006976790470002126
Trimethylamine N-oxide,210916_Smp_Amm-Deep-Morn-T0-B-wIS.mzML,0.09475359596954608,Amm,Deep,0.018950719193909216
Trimethylamine N-oxide,210916_Smp_Amm-Deep-Morn-T0-A-wIS.mzML,0.10762838454880576,Amm,Deep,0.021525676909761152
Trimethylamine N-oxide,210916_Smp_Amm-Surf-Morn-T0-A-wIS.mzML,0.01162994539048596,Amm,Surf,0.002325989078097192
Trimethylamine N-oxide,210916_Smp_Amm-Surf-Morn-T0-B-wIS.mzML,0.012924491920589405,Amm,Surf,0.0025848983841178807
Trimethylamine N-oxide,220729_Smp_Arg-Deep-Eve-T0-A-wIS.mzML,0.03126227568267254,Arg,Deep,0.006252455136534509
Trimethylamine N-oxide,220729_Smp_Arg-Surf-Morn-T0-B-wIS.mzML,0.11286572472964312,Arg,Surf,0.022573144945928623
Trimethylamine N-oxide,220729_Smp_Arg-Deep-Morn-T0-B-wIS.mzML,0.05422114588976227,Arg,Deep,0.010844229177952453
Trimethylamine N-oxide,220729_Smp_Arg-Deep-Morn-T0-A-wIS.mzML,0.07508644520074517,Arg,Deep,0.015017289040149035
Trimethylamine N-oxide,220729_Smp_Arg-Surf-Morn-T0-C-wIS.mzML,0.04461293488475552,Arg,Surf,0.008922586976951105
Trimethylamine N-oxide,220729_Smp_Arg-Surf-Eve-T0-C-wIS.mzML,0.030674166610382646,Arg,Surf,0.006134833322076529
Trimethylamine N-oxide,220729_Smp_Arg-Surf-Eve-T0-A-wIS.mzML,0.045010725622796205,Arg,Surf,0.009002145124559243
Trimethylamine N-oxide,220729_Smp_Arg-Surf-Eve-T0-B-wIS.mzML,0.03596239501788501,Arg,Surf,0.007192479003577001
Trimethylamine N-oxide,220729_Smp_Arg-Surf-Morn-T0-A-wIS.mzML,0.06024902928765471,Arg,Surf,0.01204980585753094
Trimethylamine N-oxide,220729_Smp_Arg-Deep-Morn-T0-C-wIS.mzML,0.07145307826607644,Arg,Deep,0.014290615653215289
Trimethylamine N-oxide,220729_Smp_Arg-Deep-Eve-T0-B-wIS.mzML,0.09340001772545245,Arg,Deep,0.018680003545090487
Trimethylamine N-oxide,220729_Smp_Arg-Deep-Eve-T0-C-wIS.mzML,0.07644665029212494,Arg,Deep,0.015289330058424987
Trimethylamine N-oxide,220715_Smp_GMP-Surf-Morn-T0-C-wIS.mzML,0.02412011907255799,GMP,Surf,0.004824023814511598
Trimethylamine N-oxide,220715_Smp_GMP-Deep-Morn-T0-C-wIS.mzML,0.1065183887428832,GMP,Deep,0.02130367774857664
Trimethylamine N-oxide,220715_Smp_GMP-Deep-Eve-T0-B-wIS.mzML,0.05554664358548635,GMP,Deep,0.01110932871709727
Trimethylamine N-oxide,220715_Smp_GMP-Deep-Eve-T0-C-wIS.mzML,0.12820923111350152,GMP,Deep,0.025641846222700306
Trimethylamine N-oxide,220715_Smp_GMP-Surf-Morn-T0-A-wIS.mzML,0.019320148522506776,GMP,Surf,0.0038640297045013554
Trimethylamine N-oxide,220715_Smp_GMP-Surf-Morn-T0-B-wIS.mzML,0.037999207278080156,GMP,Surf,0.007599841455616031
Trimethylamine N-oxide,220715_Smp_GMP-Surf-Eve-T0-C-wIS.mzML,0.018067106158126952,GMP,Surf,0.0036134212316253902
Trimethylamine N-oxide,220715_Smp_GMP-Deep-Morn-T0-B-wIS.mzML,0.34177006297772194,GMP,Deep,0.06835401259554438
Trimethylamine N-oxide,220715_Smp_GMP-Surf-Eve-T0-B-wIS.mzML,0.011547499907903743,GMP,Surf,0.0023094999815807486
Trimethylamine N-oxide,220715_Smp_GMP-Deep-Morn-T0-A-wIS.mzML,0.0315431483308576,GMP,Deep,0.0063086296661715195
Trimethylamine N-oxide,220715_Smp_GMP-Deep-Eve-T0-A-wIS.mzML,0.05052560198118038,GMP,Deep,0.010105120396236076
Trimethylamine N-oxide,220715_Smp_GMP-Surf-Eve-T0-A-wIS.mzML,0.008544122756698686,GMP,Surf,0.0017088245513397372
Trimethylamine N-oxide,210813_Smp_Nit-Deep-Eve-T0-B-wIS.mzML,0.08976557366057746,Nit,Deep,0.01795311473211549
Trimethylamine N-oxide,210813_Smp_Nit-Deep-Eve-T0-C-wIS.mzML,0.1015407756113909,Nit,Deep,0.020308155122278182
Trimethylamine N-oxide,210813_Smp_Nit-Surf-Morn-T0-B-wIS.mzML,0.7487391350954093,Nit,Surf,0.1497478270190819
Trimethylamine N-oxide,210813_Smp_Nit-Surf-Morn-T0-A-wIS.mzML,0.36397453445623423,Nit,Surf,0.07279490689124686
Trimethylamine N-oxide,210813_Smp_Nit-Surf-Eve-T0-B-wIS.mzML,0.028025123330417782,Nit,Surf,0.0056050246660835565
Trimethylamine N-oxide,210813_Smp_Nit-Deep-Morn-T0-C-wIS.mzML,0.050293487547402496,Nit,Deep,0.0100586975094805
Trimethylamine N-oxide,210813_Smp_Nit-Deep-Eve-T0-A-wIS.mzML,0.1286395998909511,Nit,Deep,0.02572791997819022
Trimethylamine N-oxide,210813_Smp_Nit-Surf-Eve-T0-A-wIS.mzML,0.02910447244275853,Nit,Surf,0.005820894488551705
Trimethylamine N-oxide,210813_Smp_Nit-Deep-Morn-T0-B-wIS.mzML,0.058210289843242925,Nit,Deep,0.011642057968648584
Trimethylamine N-oxide,210813_Smp_Nit-Surf-Eve-T0-C-wIS.mzML,0.026871574378087994,Nit,Surf,0.005374314875617599
Trimethylamine N-oxide,210813_Smp_Nit-Surf-Morn-T0-C-wIS.mzML,0.11925042257794674,Nit,Surf,0.02385008451558935
Trimethylamine N-oxide,210813_Smp_Nit-Deep-Morn-T0-A-wIS.mzML,0.05429010376345279,Nit,Deep,0.010858020752690559
beta-Alanine,210916_Smp_Amm-Surf-Morn-T0-C-wIS.mzML,0.05965955379329766,Amm,Surf,0.011931910758659533
beta-Alanine,210916_Smp_Amm-Deep-Eve-T0-C-wIS.mzML,0.034612420272654966,Amm,Deep,0.006922484054530993
beta-Alanine,210916_Smp_Amm-Deep-Eve-T0-B-wIS.mzML,0.06409377554959582,Amm,Deep,0.012818755109919162
beta-Alanine,210916_Smp_Amm-Deep-Eve-T0-A-wIS.mzML,0.06079132266732724,Amm,Deep,0.012158264533465446
beta-Alanine,210916_Smp_Amm-Surf-Eve-T0-A-wIS.mzML,0.10491787072776664,Amm,Surf,0.020983574145553328
beta-Alanine,210916_Smp_Amm-Deep-Morn-T0-A-wIS.mzML,0.0714921364766526,Amm,Deep,0.014298427295330521
beta-Alanine,210916_Smp_Amm-Deep-Morn-T0-B-wIS.mzML,0.0464156178447765,Amm,Deep,0.0092831235689553
beta-Alanine,210916_Smp_Amm-Surf-Morn-T0-B-wIS.mzML,0.0881933064212543,Amm,Surf,0.01763866128425086
beta-Alanine,210916_Smp_Amm-Surf-Morn-T0-A-wIS.mzML,0.06702776347840834,Amm,Surf,0.01340555269568167
beta-Alanine,210916_Smp_Amm-Surf-Eve-T0-B-wIS.mzML,0.06866781093758442,Amm,Surf,0.013733562187516885
beta-Alanine,210916_Smp_Amm-Surf-Eve-T0-C-wIS.mzML,0.06180146483212002,Amm,Surf,0.012360292966424003
beta-Alanine,210916_Smp_Amm-Deep-Morn-T0-C-wIS.mzML,0.07618484872077298,Amm,Deep,0.015236969744154595
beta-Alanine,220729_Smp_Arg-Surf-Eve-T0-B-wIS.mzML,0.07692685620865491,Arg,Surf,0.015385371241730983
beta-Alanine,220729_Smp_Arg-Deep-Morn-T0-A-wIS.mzML,0.06823848516064829,Arg,Deep,0.013647697032129659
beta-Alanine,220729_Smp_Arg-Deep-Eve-T0-C-wIS.mzML,0.07823410048728142,Arg,Deep,0.015646820097456285
beta-Alanine,220729_Smp_Arg-Surf-Morn-T0-B-wIS.mzML,0.11128228400068381,Arg,Surf,0.02225645680013676
beta-Alanine,220729_Smp_Arg-Deep-Morn-T0-B-wIS.mzML,0.07488049235394906,Arg,Deep,0.014976098470789812
beta-Alanine,220729_Smp_Arg-Surf-Eve-T0-A-wIS.mzML,0.06838507404699085,Arg,Surf,0.01367701480939817
beta-Alanine,220729_Smp_Arg-Surf-Eve-T0-C-wIS.mzML,0.09293291036506131,Arg,Surf,0.01858658207301226
beta-Alanine,220729_Smp_Arg-Deep-Morn-T0-C-wIS.mzML,0.07999823172843167,Arg,Deep,0.015999646345686333
beta-Alanine,220729_Smp_Arg-Surf-Morn-T0-A-wIS.mzML,0.1490683619786709,Arg,Surf,0.02981367239573418
beta-Alanine,220729_Smp_Arg-Deep-Eve-T0-A-wIS.mzML,0.07903737870577329,Arg,Deep,0.015807475741154656
beta-Alanine,220729_Smp_Arg-Surf-Morn-T0-C-wIS.mzML,0.0838282127720096,Arg,Surf,0.016765642554401917
beta-Alanine,220729_Smp_Arg-Deep-Eve-T0-B-wIS.mzML,0.07182359128647185,Arg,Deep,0.014364718257294372
beta-Alanine,220715_Smp_GMP-Deep-Eve-T0-C-wIS.mzML,0.11001628232003709,GMP,Deep,0.022003256464007415
beta-Alanine,220715_Smp_GMP-Surf-Eve-T0-A-wIS.mzML,0.07425704491010761,GMP,Surf,0.014851408982021521
beta-Alanine,220715_Smp_GMP-Deep-Eve-T0-B-wIS.mzML,0.06932452049117423,GMP,Deep,0.013864904098234845
beta-Alanine,220715_Smp_GMP-Deep-Morn-T0-B-wIS.mzML,0.07670147471381655,GMP,Deep,0.01534029494276331
beta-Alanine,220715_Smp_GMP-Surf-Morn-T0-B-wIS.mzML,0.08768131241713842,GMP,Surf,0.017536262483427684
beta-Alanine,220715_Smp_GMP-Surf-Morn-T0-C-wIS.mzML,0.14276704955876596,GMP,Surf,0.028553409911753192
beta-Alanine,220715_Smp_GMP-Deep-Eve-T0-A-wIS.mzML,0.05564721286889068,GMP,Deep,0.011129442573778138
beta-Alanine,220715_Smp_GMP-Deep-Morn-T0-A-wIS.mzML,0.05488166129832876,GMP,Deep,0.010976332259665753
beta-Alanine,220715_Smp_GMP-Deep-Morn-T0-C-wIS.mzML,0.07280475134483318,GMP,Deep,0.014560950268966635
beta-Alanine,220715_Smp_GMP-Surf-Eve-T0-B-wIS.mzML,0.09369775454537242,GMP,Surf,0.018739550909074483
beta-Alanine,220715_Smp_GMP-Surf-Eve-T0-C-wIS.mzML,0.09718856216187527,GMP,Surf,0.019437712432375055
beta-Alanine,220715_Smp_GMP-Surf-Morn-T0-A-wIS.mzML,0.08912935344834538,GMP,Surf,0.01782587068966908
beta-Alanine,210813_Smp_Nit-Surf-Morn-T0-A-wIS.mzML,0.2433253274782852,Nit,Surf,0.04866506549565704
beta-Alanine,210813_Smp_Nit-Surf-Eve-T0-A-wIS.mzML,0.10310971846332766,Nit,Surf,0.02062194369266553
beta-Alanine,210813_Smp_Nit-Deep-Morn-T0-A-wIS.mzML,0.07996208844697456,Nit,Deep,0.01599241768939491
beta-Alanine,210813_Smp_Nit-Deep-Morn-T0-C-wIS.mzML,0.11346709030162314,Nit,Deep,0.022693418060324627
beta-Alanine,210813_Smp_Nit-Deep-Morn-T0-B-wIS.mzML,0.14002285844807694,Nit,Deep,0.028004571689615388
beta-Alanine,210813_Smp_Nit-Deep-Eve-T0-B-wIS.mzML,0.0793884652340393,Nit,Deep,0.015877693046807858
beta-Alanine,210813_Smp_Nit-Surf-Eve-T0-C-wIS.mzML,0.11364526154798843,Nit,Surf,0.022729052309597687
beta-Alanine,210813_Smp_Nit-Surf-Morn-T0-B-wIS.mzML,0.20462754207251757,Nit,Surf,0.04092550841450351
beta-Alanine,210813_Smp_Nit-Surf-Morn-T0-C-wIS.mzML,0.27445676195381336,Nit,Surf,0.05489135239076267
beta-Alanine,210813_Smp_Nit-Surf-Eve-T0-B-wIS.mzML,0.09252383461252069,Nit,Surf,0.018504766922504138
beta-Alanine,210813_Smp_Nit-Deep-Eve-T0-A-wIS.mzML,0.11021003223300853,Nit,Deep,0.022042006446601706
beta-Alanine,210813_Smp_Nit-Deep-Eve-T0-C-wIS.mzML,0.04912281137607428,Nit,Deep,0.009824562275214855
L-Alanine,210916_Smp_Amm-Surf-Eve-T0-C-wIS.mzML,0.5250006016307329,Amm,Surf,0.10500012032614658
L-Alanine,210916_Smp_Amm-Surf-Morn-T0-A-wIS.mzML,0.28578196009162055,Amm,Surf,0.05715639201832411
L-Alanine,210916_Smp_Amm-Deep-Eve-T0-B-wIS.mzML,0.23836782058320247,Amm,Deep,0.0476735641166405
L-Alanine,210916_Smp_Amm-Surf-Eve-T0-A-wIS.mzML,0.8226051699490552,Amm,Surf,0.16452103398981105
L-Alanine,210916_Smp_Amm-Deep-Morn-T0-A-wIS.mzML,0.15893061868291786,Amm,Deep,0.03178612373658357
L-Alanine,210916_Smp_Amm-Deep-Morn-T0-C-wIS.mzML,0.1728809302090315,Amm,Deep,0.0345761860418063
L-Alanine,210916_Smp_Amm-Deep-Eve-T0-C-wIS.mzML,0.3137015794091606,Amm,Deep,0.06274031588183211
L-Alanine,210916_Smp_Amm-Surf-Morn-T0-C-wIS.mzML,0.32941394280594405,Amm,Surf,0.0658827885611888
L-Alanine,210916_Smp_Amm-Deep-Morn-T0-B-wIS.mzML,0.1534447224824376,Amm,Deep,0.03068894449648752
L-Alanine,210916_Smp_Amm-Deep-Eve-T0-A-wIS.mzML,0.2526947240650101,Amm,Deep,0.05053894481300202
L-Alanine,210916_Smp_Amm-Surf-Morn-T0-B-wIS.mzML,0.345146461524941,Amm,Surf,0.06902929230498821
L-Alanine,210916_Smp_Amm-Surf-Eve-T0-B-wIS.mzML,0.5824660766318155,Amm,Surf,0.1164932153263631
L-Alanine,220729_Smp_Arg-Surf-Morn-T0-B-wIS.mzML,0.6191631386811871,Arg,Surf,0.12383262773623743
L-Alanine,220729_Smp_Arg-Deep-Morn-T0-A-wIS.mzML,0.2192357319158827,Arg,Deep,0.043847146383176536
L-Alanine,220729_Smp_Arg-Deep-Morn-T0-C-wIS.mzML,0.3008102284790376,Arg,Deep,0.06016204569580752
L-Alanine,220729_Smp_Arg-Deep-Eve-T0-A-wIS.mzML,0.26241188740678645,Arg,Deep,0.05248237748135729
L-Alanine,220729_Smp_Arg-Surf-Eve-T0-A-wIS.mzML,0.6877778591235615,Arg,Surf,0.13755557182471229
L-Alanine,220729_Smp_Arg-Deep-Eve-T0-B-wIS.mzML,0.2814338579559952,Arg,Deep,0.05628677159119904
L-Alanine,220729_Smp_Arg-Surf-Eve-T0-B-wIS.mzML,0.7165111964485759,Arg,Surf,0.14330223928971517
L-Alanine,220729_Smp_Arg-Deep-Eve-T0-C-wIS.mzML,0.43221498059625607,Arg,Deep,0.08644299611925123
L-Alanine,220729_Smp_Arg-Surf-Eve-T0-C-wIS.mzML,0.5860918837648967,Arg,Surf,0.11721837675297934
L-Alanine,220729_Smp_Arg-Deep-Morn-T0-B-wIS.mzML,0.22667070056479363,Arg,Deep,0.04533414011295873
L-Alanine,220729_Smp_Arg-Surf-Morn-T0-C-wIS.mzML,0.6857034553769067,Arg,Surf,0.13714069107538132
L-Alanine,220729_Smp_Arg-Surf-Morn-T0-A-wIS.mzML,0.6239544477052523,Arg,Surf,0.12479088954105047
L-Alanine,220715_Smp_GMP-Deep-Morn-T0-B-wIS.mzML,0.23794250641506934,GMP,Deep,0.04758850128301387
L-Alanine,220715_Smp_GMP-Deep-Eve-T0-B-wIS.mzML,0.2081140556361929,GMP,Deep,0.041622811127238576
L-Alanine,220715_Smp_GMP-Deep-Eve-T0-A-wIS.mzML,0.1729763465805105,GMP,Deep,0.034595269316102094
L-Alanine,220715_Smp_GMP-Surf-Eve-T0-A-wIS.mzML,0.43173870028144545,GMP,Surf,0.08634774005628909
L-Alanine,220715_Smp_GMP-Deep-Morn-T0-A-wIS.mzML,0.26362407963607853,GMP,Deep,0.05272481592721571
L-Alanine,220715_Smp_GMP-Surf-Morn-T0-A-wIS.mzML,0.510676729786074,GMP,Surf,0.10213534595721481
L-Alanine,220715_Smp_GMP-Deep-Morn-T0-C-wIS.mzML,0.2856717473382482,GMP,Deep,0.057134349467649635
L-Alanine,220715_Smp_GMP-Surf-Morn-T0-C-wIS.mzML,0.7116836271186815,GMP,Surf,0.14233672542373632
L-Alanine,220715_Smp_GMP-Surf-Morn-T0-B-wIS.mzML,0.4370088902055366,GMP,Surf,0.08740177804110731
L-Alanine,220715_Smp_GMP-Surf-Eve-T0-B-wIS.mzML,0.5961730716608689,GMP,Surf,0.11923461433217378
L-Alanine,220715_Smp_GMP-Deep-Eve-T0-C-wIS.mzML,0.6188197234830056,GMP,Deep,0.12376394469660112
L-Alanine,220715_Smp_GMP-Surf-Eve-T0-C-wIS.mzML,0.4279845546780882,GMP,Surf,0.08559691093561764
L-Alanine,210813_Smp_Nit-Surf-Eve-T0-A-wIS.mzML,0.3245606553763291,Nit,Surf,0.06491213107526582
L-Alanine,210813_Smp_Nit-Deep-Morn-T0-C-wIS.mzML,0.16840013405940696,Nit,Deep,0.03368002681188139
L-Alanine,210813_Smp_Nit-Surf-Eve-T0-C-wIS.mzML,0.4073358245727439,Nit,Surf,0.08146716491454878
L-Alanine,210813_Smp_Nit-Surf-Morn-T0-C-wIS.mzML,1.0171727018495873,Nit,Surf,0.20343454036991745
L-Alanine,210813_Smp_Nit-Deep-Morn-T0-A-wIS.mzML,0.5301180077492973,Nit,Deep,0.10602360154985947
L-Alanine,210813_Smp_Nit-Deep-Morn-T0-B-wIS.mzML,0.16040361064511954,Nit,Deep,0.032080722129023916
L-Alanine,210813_Smp_Nit-Surf-Eve-T0-B-wIS.mzML,0.46851847093988375,Nit,Surf,0.09370369418797675
L-Alanine,210813_Smp_Nit-Deep-Eve-T0-A-wIS.mzML,0.552709809628856,Nit,Deep,0.11054196192577119
L-Alanine,210813_Smp_Nit-Deep-Eve-T0-B-wIS.mzML,0.4659251834920229,Nit,Deep,0.09318503669840458
L-Alanine,210813_Smp_Nit-Surf-Morn-T0-B-wIS.mzML,0.672628918629199,Nit,Surf,0.1345257837258398
L-Alanine,210813_Smp_Nit-Surf-Morn-T0-A-wIS.mzML,0.5607645250578321,Nit,Surf,0.11215290501156643
L-Alanine,210813_Smp_Nit-Deep-Eve-T0-C-wIS.mzML,0.2233287067683394,Nit,Deep,0.04466574135366788
Sarcosine,210916_Smp_Amm-Deep-Eve-T0-C-wIS.mzML,0.0028126782562241082,Amm,Deep,5.625356512448216e-4
Sarcosine,210916_Smp_Amm-Surf-Morn-T0-B-wIS.mzML,0.026752110868223572,Amm,Surf,0.005350422173644715
Sarcosine,210916_Smp_Amm-Deep-Eve-T0-B-wIS.mzML,0.01029102907566312,Amm,Deep,0.002058205815132624
Sarcosine,210916_Smp_Amm-Surf-Eve-T0-B-wIS.mzML,0.011727512913170205,Amm,Surf,0.002345502582634041
Sarcosine,210916_Smp_Amm-Deep-Morn-T0-B-wIS.mzML,0.009678293018334854,Amm,Deep,0.0019356586036669708
Sarcosine,210916_Smp_Amm-Surf-Morn-T0-C-wIS.mzML,0.02267566153281801,Amm,Surf,0.0045351323065636025
Sarcosine,210916_Smp_Amm-Surf-Eve-T0-C-wIS.mzML,0.0115737227229155,Amm,Surf,0.0023147445445831005
Sarcosine,210916_Smp_Amm-Deep-Morn-T0-C-wIS.mzML,0.013965532663185343,Amm,Deep,0.0027931065326370686
Sarcosine,210916_Smp_Amm-Deep-Eve-T0-A-wIS.mzML,0.008692671428844799,Amm,Deep,0.0017385342857689598
Sarcosine,210916_Smp_Amm-Surf-Morn-T0-A-wIS.mzML,0.020562196304893917,Amm,Surf,0.004112439260978784
Sarcosine,210916_Smp_Amm-Surf-Eve-T0-A-wIS.mzML,0.03342416769553504,Amm,Surf,0.006684833539107007
Sarcosine,210916_Smp_Amm-Deep-Morn-T0-A-wIS.mzML,0.007882335798649762,Amm,Deep,0.0015764671597299526
Sarcosine,220729_Smp_Arg-Surf-Eve-T0-B-wIS.mzML,0.01772764216265811,Arg,Surf,0.003545528432531622
Sarcosine,220729_Smp_Arg-Deep-Eve-T0-A-wIS.mzML,0.011438591634939297,Arg,Deep,0.0022877183269878593
Sarcosine,220729_Smp_Arg-Deep-Morn-T0-A-wIS.mzML,0.011394090019181747,Arg,Deep,0.0022788180038363494
Sarcosine,220729_Smp_Arg-Surf-Morn-T0-B-wIS.mzML,0.026010843490316952,Arg,Surf,0.005202168698063391
Sarcosine,220729_Smp_Arg-Deep-Morn-T0-C-wIS.mzML,0.010576550498007917,Arg,Deep,0.0021153100996015835
Sarcosine,220729_Smp_Arg-Deep-Eve-T0-B-wIS.mzML,0.01300564790700724,Arg,Deep,0.0026011295814014485
